"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"A_21_P0001768",1.8261774625,4.02492149166667,2.74573639390095,0.0188358334992806,0.955680307052298,-4.09440581235985
"A_33_P3210278",1.00714,11.1471609166667,2.7451403302621,0.018856025124796,0.955680307052298,-4.09458181047693
"A_21_P0002469",-0.525250700000003,5.73086189166667,-2.74467896029092,0.0188716687619178,0.955680307052298,-4.09471805055945
"A_23_P9293",0.897809312500001,8.40472116666667,2.74371863932556,0.0189042716257506,0.955680307052298,-4.09500166345225
"A_23_P75310",0.726922924999998,6.61323680833333,2.74190949970535,0.0189658438177825,0.955680307052298,-4.09553608835989
"A_23_P62588",-0.528498887500001,5.26180063333333,-2.74016734415093,0.0190253244101489,0.955680307052298,-4.09605088537958
"A_21_P0003989",-1.1727509,2.18950874166667,-2.73982135048443,0.0190371593280592,0.955680307052298,-4.09615314312475
"A_21_P0010401",0.792409812499999,3.70247818333333,2.73917519884318,0.0190592808949546,0.955680307052298,-4.09634412845083
"A_23_P404536",-1.20876075,7.679044375,-2.73892305224802,0.0190679202729101,0.955680307052298,-4.09641866213374
"A_24_P301186",-0.705815162500001,5.94668568333333,-2.7386104122106,0.0190786377539461,0.955680307052298,-4.09651108201109
"A_33_P3212700",0.596407312499998,5.542546725,2.73757062463123,0.0191143252957887,0.955680307052298,-4.09681849091638
"A_33_P3325250",-0.769181237500001,2.52995813333333,-2.7367624067882,0.0191421106637676,0.955680307052298,-4.09705747551944
"A_21_P0010486",1.2997253,3.42907363333333,2.73369056523583,0.0192480822922128,0.955680307052298,-4.09796610395723
"A_23_P120883",1.0671223125,11.310194375,2.7336384872105,0.0192498838757448,0.955680307052298,-4.09798151242375
"A_21_P0007242",0.596440775,1.96895753333333,2.73225554260628,0.0192977866202687,0.955680307052298,-4.09839073872637
"A_19_P00319181",1.006686425,7.00552350833333,2.73221638258912,0.0192991447740973,0.955680307052298,-4.09840232796644
"A_33_P3402350",-1.5366840125,4.85574599166667,-2.7320751677822,0.0193040431956614,0.955680307052298,-4.09844412053685
"A_23_P61569",-0.572713787500001,7.77968548333333,-2.73169058361354,0.0193173898032356,0.955680307052298,-4.09855794351702
"A_21_P0005095",-0.9329969,2.31867676666667,-2.72772602658836,0.0194555104524262,0.955680307052298,-4.09973174847954
"A_23_P45338",1.2857443,2.33148374166667,2.72689645626636,0.0194845354280849,0.955680307052298,-4.09997746451544
"A_33_P3258712",-0.652901975000002,8.02381476666667,-2.72587273744654,0.0195204124664066,0.955680307052298,-4.10028073492972
"A_23_P315910",-0.771729100000001,1.73089360833333,-2.72509201582499,0.019547817500629,0.955680307052298,-4.10051205469508
"A_32_P66804",-0.8847944,1.87049469166667,-2.72452206983098,0.0195678479398469,0.955680307052298,-4.10068094335254
"A_23_P351328",-0.77359245,2.1074778,-2.72385749589026,0.0195912297298634,0.955680307052298,-4.10087789334737
"A_33_P3558740",0.787088999999999,4.618154825,2.72263118350984,0.0196344479842279,0.955680307052298,-4.10124137626236
"A_33_P3619171",0.985867524999996,8.49734874166667,2.72125360609271,0.0196831099367739,0.955680307052298,-4.10164978543887
"A_32_P332551",-2.592837425,4.53623624166667,-2.72122136262698,0.0196842503454572,0.955680307052298,-4.10165934578107
"A_33_P3405904",0.951537287499998,6.39558491666667,2.72112800129684,0.0196875527815248,0.955680307052298,-4.10168702815964
"A_33_P3338066",-0.65193405,1.937058075,-2.71788923527687,0.0198024571258538,0.955680307052298,-4.10264762071072
"A_33_P3395321",0.555441437499994,11.8893287916667,2.71650927712552,0.0198516167593832,0.955680307052298,-4.10305706622068
"A_33_P3217307",0.8024139875,2.94084860833333,2.71571285779855,0.0198800434341806,0.955680307052298,-4.10329341436478
